gene_target,n_drugs,action_types,action_types_3cat,drugs,immune_indications,furthest_stage,furthest_stage_drugs,furthest_stage_indications
PRKCZ,3,INHIBITOR,Inhibiting,MIDOSTAURIN;SOTRASTAURIN;UCN-01,"B-cell chronic lymphocytic leukemia;acute myeloid leukemia;acute myeloid leukemia by FAB classification;aggressive systemic mastocytosis;chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;juvenile myelomonocytic leukemia;mast cell leukemia;mast cell sarcoma;mastocytosis;myeloid leukemia;myeloid sarcoma",Approved,MIDOSTAURIN,acute myeloid leukemia;acute myeloid leukemia by FAB classification;mast cell leukemia;mastocytosis;systemic mastocytosis
PRKD1,3,INHIBITOR,Inhibiting,MIDOSTAURIN;SOTRASTAURIN;UCN-01,"B-cell chronic lymphocytic leukemia;acute myeloid leukemia;acute myeloid leukemia by FAB classification;aggressive systemic mastocytosis;chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;juvenile myelomonocytic leukemia;mast cell leukemia;mast cell sarcoma;mastocytosis;myeloid leukemia;myeloid sarcoma",Approved,MIDOSTAURIN,acute myeloid leukemia;acute myeloid leukemia by FAB classification;mast cell leukemia;mastocytosis;systemic mastocytosis
PRKD3,3,INHIBITOR,Inhibiting,MIDOSTAURIN;SOTRASTAURIN;UCN-01,"B-cell chronic lymphocytic leukemia;acute myeloid leukemia;acute myeloid leukemia by FAB classification;aggressive systemic mastocytosis;chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;juvenile myelomonocytic leukemia;mast cell leukemia;mast cell sarcoma;mastocytosis;myeloid leukemia;myeloid sarcoma",Approved,MIDOSTAURIN,acute myeloid leukemia;acute myeloid leukemia by FAB classification;mast cell leukemia;mastocytosis;systemic mastocytosis
BCL2L1,3,INHIBITOR,Inhibiting,NAVITOCLAX;OBATOCLAX;OBATOCLAX MESYLATE,"B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;follicular lymphoma;lymphoproliferative syndrome;mantle cell lymphoma;myelofibrosis;plasma cell myeloma;systemic mastocytosis",Phase 3,NAVITOCLAX,myelofibrosis
BCL2L2,3,INHIBITOR,Inhibiting,NAVITOCLAX;OBATOCLAX;OBATOCLAX MESYLATE,"B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;follicular lymphoma;lymphoproliferative syndrome;mantle cell lymphoma;myelofibrosis;plasma cell myeloma;systemic mastocytosis",Phase 3,NAVITOCLAX,myelofibrosis
BCL2L2-PABPN1,3,INHIBITOR,Inhibiting,NAVITOCLAX;OBATOCLAX;OBATOCLAX MESYLATE,"B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;follicular lymphoma;lymphoproliferative syndrome;mantle cell lymphoma;myelofibrosis;plasma cell myeloma;systemic mastocytosis",Phase 3,NAVITOCLAX,myelofibrosis
PARP3,3,INHIBITOR,Inhibiting,OLAPARIB;RUCAPARIB;VELIPARIB,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;mantle cell lymphoma;myeloid leukemia;plasma cell myeloma,Phase 2,OLAPARIB;RUCAPARIB;VELIPARIB,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;mantle cell lymphoma;myeloid leukemia;plasma cell myeloma
PTH1R,2,AGONIST,Activating,ABALOPARATIDE;PARATHYROID HORMONE,chronic myelomonocytic leukemia;psoriasis;psoriasis vulgaris,Phase 2,PARATHYROID HORMONE,psoriasis;psoriasis vulgaris
CD86,2,INHIBITOR,Inhibiting,ABATACEPT;BELATACEPT,Crohn disease;Sjogren syndrome;acute myeloid leukemia;ankylosing spondylitis;autoimmune hepatitis;chronic graft versus host disease;common variable immunodeficiency;cutaneous lupus erythematosus;graft versus host disease;granulomatosis with polyangiitis;immune system disorder;immunoglobulin G4-related sclerosing disease,Approved,ABATACEPT;BELATACEPT,immune system disorder;psoriatic arthritis;rheumatoid arthritis
ITGB5,2,ANTAGONIST;INHIBITOR,Inhibiting,ABITUZUMAB;CILENGITIDE,acute myeloid leukemia;rheumatoid arthritis;systemic sclerosis,Phase 3,CILENGITIDE,rheumatoid arthritis
CA2,2,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,Mixed/Undetermined,ACETAZOLAMIDE;TOPIRAMATE,multiple sclerosis;type 1 diabetes mellitus;ulcerative colitis,Phase 2,ACETAZOLAMIDE;TOPIRAMATE,multiple sclerosis;type 1 diabetes mellitus;ulcerative colitis
CA4,2,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,Mixed/Undetermined,ACETAZOLAMIDE;TOPIRAMATE,multiple sclerosis;type 1 diabetes mellitus;ulcerative colitis,Phase 2,ACETAZOLAMIDE;TOPIRAMATE,multiple sclerosis;type 1 diabetes mellitus;ulcerative colitis
WEE1,2,INHIBITOR,Inhibiting,ADAVOSERTIB;AZENOSERTIB,"acute myeloid leukemia;chronic myelogenous leukemia, BCR-ABL1 positive;plasma cell myeloma",Phase 2,ADAVOSERTIB;AZENOSERTIB,acute myeloid leukemia;plasma cell myeloma
OPRD1,2,AGONIST;ANTAGONIST,Mixed/Undetermined,ADL-5859;NALTREXONE,Crohn disease;atopic eczema;inflammatory bowel disease;lupus erythematosus;multiple sclerosis;myalgic encephalomeyelitis/chronic fatigue syndrome;psoriasis;rheumatoid arthritis;systemic lupus erythematosus,Phase 3,NALTREXONE,multiple sclerosis
MC1R,2,AGONIST,Activating,AFAMELANOTIDE;DERSIMELAGON,systemic sclerosis;vitiligo,Phase 3,AFAMELANOTIDE,vitiligo
VEGFA,2,INHIBITOR,Inhibiting,AFLIBERCEPT;BEVACIZUMAB,"B-cell chronic lymphocytic leukemia;Crohn disease;Graves ophthalmopathy;Waldenstrom macroglobulinemia;acute myeloid leukemia;ankylosing spondylitis;chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelomonocytic leukemia;diffuse large B-cell lymphoma;follicular lymphoma;lymphedema;mantle cell lymphoma",Phase 3,BEVACIZUMAB,diffuse large B-cell lymphoma
CD2,2,INHIBITOR,Inhibiting,ALEFACEPT;SIPLIZUMAB,Chediak-Higashi syndrome;Chédiak-Higashi syndrome;Fanconi anemia;Wiskott-Aldrich syndrome;acute graft versus host disease;autoimmune hepatitis;chronic graft versus host disease;chronic granulomatous disease;graft versus host disease;immune system disorder;leukocyte adhesion deficiency;lymphoproliferative syndrome,Approved,ALEFACEPT,immune system disorder
ICAM1,2,ANTAGONIST;ANTISENSE INHIBITOR,Inhibiting,ALICAFORSEN;BI-505,Crohn disease;plasma cell myeloma;ulcerative colitis,Phase 3,ALICAFORSEN,Crohn disease
XDH,2,INHIBITOR,Inhibiting,ALLOPURINOL;FEBUXOSTAT,Burkitt lymphoma;inflammatory bowel disease;rheumatoid arthritis;ulcerative colitis,Phase 3,ALLOPURINOL,ulcerative colitis
IL1R1,2,ANTAGONIST,Inhibiting,AMG-108;ANAKINRA,CINCA syndrome;Familial cold urticaria;Kawasaki disease;Sjogren syndrome;allergic asthma;allergic contact dermatitis;atopic eczema;autoimmune inner ear disease;chronic granulomatous disease;cryopyrin-associated periodic syndrome;familial Mediterranean fever;generalized pustular psoriasis,Approved,ANAKINRA,CINCA syndrome;immune system disorder;rheumatoid arthritis
TNFSF4,2,INHIBITOR,Inhibiting,AMLITELIMAB;OXELUMAB,allergic rhinitis;atopic eczema;autoimmune disease;celiac disease;systemic sclerosis,Phase 3,AMLITELIMAB,atopic eczema
PIKFYVE,2,INHIBITOR,Inhibiting,APILIMOD;APILIMOD MESYLATE,Crohn disease;common variable immunodeficiency;rheumatoid arthritis,Phase 2,APILIMOD;APILIMOD MESYLATE,Crohn disease;rheumatoid arthritis
HLA-DRB1,2,INHIBITOR;MODULATOR,Inhibiting,APOLIZUMAB;PLOVAMER ACETATE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;multiple sclerosis;relapsing-remitting multiple sclerosis,Phase 2,APOLIZUMAB;PLOVAMER ACETATE,B-cell chronic lymphocytic leukemia;multiple sclerosis;relapsing-remitting multiple sclerosis
TXNRD1,2,INHIBITOR,Inhibiting,ARSENIC TRIOXIDE;MOTEXAFIN GADOLINIUM,"B-cell chronic lymphocytic leukemia;acute myeloid leukemia;acute promyelocytic leukemia;chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelomonocytic leukemia;graft versus host disease;myelodysplastic/myeloproliferative neoplasm;myelofibrosis;plasma cell leukemia;plasma cell myeloma;primary central nervous system lymphoma;primary myelofibrosis",Approved,ARSENIC TRIOXIDE,acute promyelocytic leukemia
IKBKB,2,ANTAGONIST;INHIBITOR,Inhibiting,AS-602868;BARDOXOLONE METHYL,mixed connective tissue disease;plasma cell myeloma,Phase 3,BARDOXOLONE METHYL,mixed connective tissue disease
PTGDR,2,ANTAGONIST,Inhibiting,ASAPIPRANT;LAROPIPRANT,seasonal allergic rhinitis,Phase 2,ASAPIPRANT;LAROPIPRANT,seasonal allergic rhinitis
MAGEA3,2,VACCINE ANTIGEN,Activating,ASTUPROTIMUT-R;BIROPEPIMUT-S,plasma cell myeloma,Phase 3,ASTUPROTIMUT-R,plasma cell myeloma
CDK5,2,INHIBITOR,Inhibiting,AT-7519;DINACICLIB,B-cell chronic lymphocytic leukemia;B-cell prolymphocytic leukemia;acute myeloid leukemia;diffuse large B-cell lymphoma;mantle cell lymphoma;plasma cell myeloma,Phase 3,DINACICLIB,B-cell chronic lymphocytic leukemia
ADA,2,EXOGENOUS GENE;INHIBITOR,Mixed/Undetermined,AUTOLOGOUS CD34+ ENRICHED CELL FRACTION THAT CONTAINS CD34+ CELLS TRANSDUCED WITH RETROVIRAL VECTOR THAT ENCODES FOR THE HUMAN ADA CDNA SEQUENCE;PENTOSTATIN,"B-cell chronic lymphocytic leukemia;MALT lymphoma;acute graft versus host disease;adult T-cell leukemia/lymphoma;chronic graft versus host disease;chronic myelogenous leukemia, BCR-ABL1 positive;follicular lymphoma;graft versus host disease;hairy cell leukemia;inborn error of immunity;indolent B-cell non-Hodgkin lymphoma;mantle cell lymphoma",Approved,AUTOLOGOUS CD34+ ENRICHED CELL FRACTION THAT CONTAINS CD34+ CELLS TRANSDUCED WITH RETROVIRAL VECTOR THAT ENCODES FOR THE HUMAN ADA CDNA SEQUENCE;PENTOSTATIN,hairy cell leukemia;severe combined immunodeficiency
C5AR1,2,ANTAGONIST;INHIBITOR,Inhibiting,AVACOPAN;AVDORALIMAB,atypical hemolytic-uremic syndrome;bullous pemphigoid;eosinophilic granulomatosis with polyangiitis;granulomatosis with polyangiitis;rheumatoid arthritis,Approved,AVACOPAN,granulomatosis with polyangiitis
DNMT1,2,INHIBITOR,Inhibiting,AZACITIDINE;DECITABINE,B-cell acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;T-cell acute lymphoblastic leukemia;T-cell large granular lymphocyte leukemia;T-cell leukemia;T-cell prolymphocytic leukemia;acute graft versus host disease;acute graft vs. host disease;acute leukemia of ambiguous lineage;acute monocytic leukemia;acute myeloid leukemia,Approved,AZACITIDINE;DECITABINE,acute myeloid leukemia;chronic myelomonocytic leukemia;myeloid leukemia
DNMT3A,2,INHIBITOR,Inhibiting,AZACITIDINE;DECITABINE,B-cell acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;T-cell acute lymphoblastic leukemia;T-cell large granular lymphocyte leukemia;T-cell leukemia;T-cell prolymphocytic leukemia;acute graft versus host disease;acute graft vs. host disease;acute leukemia of ambiguous lineage;acute monocytic leukemia;acute myeloid leukemia,Approved,AZACITIDINE;DECITABINE,acute myeloid leukemia;chronic myelomonocytic leukemia;myeloid leukemia
PPAT,2,INHIBITOR,Inhibiting,AZATHIOPRINE;MERCAPTOPURINE,B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell non-Hodgkin lymphoma;Crohn disease;Langerhans cell histiocytosis;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;acute leukemia of ambiguous lineage;acute myeloid leukemia;acute myeloid leukemia by FAB classification;acute promyelocytic leukemia,Approved,AZATHIOPRINE,Crohn disease;immune system disorder;rheumatoid arthritis;ulcerative colitis
PIM1,2,INHIBITOR,Inhibiting,AZD-1208;LGH-447,acute myeloid leukemia;myelofibrosis;plasma cell myeloma,Phase 2,LGH-447,plasma cell myeloma
PIM2,2,INHIBITOR,Inhibiting,AZD-1208;LGH-447,acute myeloid leukemia;myelofibrosis;plasma cell myeloma,Phase 2,LGH-447,plasma cell myeloma
PIM3,2,INHIBITOR,Inhibiting,AZD-1208;LGH-447,acute myeloid leukemia;myelofibrosis;plasma cell myeloma,Phase 2,LGH-447,plasma cell myeloma
SLAMF7,2,BINDING AGENT;INHIBITOR,Inhibiting,AZINTUXIZUMAB VEDOTIN;ELOTUZUMAB,acute myeloid leukemia;myelofibrosis;plasma cell myeloma;smoldering plasma cell myeloma,Approved,ELOTUZUMAB,plasma cell myeloma
LTA,2,INHIBITOR,Inhibiting,BAMINERCEPT;PATECLIZUMAB,Sjogren syndrome;multiple sclerosis;rheumatoid arthritis,Phase 2,BAMINERCEPT;PATECLIZUMAB,Sjogren syndrome;multiple sclerosis;rheumatoid arthritis
TNFSF14,2,INHIBITOR,Inhibiting,BAMINERCEPT;QUISOVALIMAB,Crohn disease;Sjogren syndrome;multiple sclerosis;rheumatoid arthritis;ulcerative colitis,Phase 2,BAMINERCEPT,Sjogren syndrome;multiple sclerosis;rheumatoid arthritis
CASP1,2,INHIBITOR,Inhibiting,BELNACASAN;EMRICASAN,psoriasis vulgaris;type 1 diabetes mellitus,Phase 2,BELNACASAN;EMRICASAN,psoriasis vulgaris;type 1 diabetes mellitus
ROCK1,2,INHIBITOR,Inhibiting,BELUMOSUDIL;BELUMOSUDIL MESYLATE,autoimmune disease;chronic graft versus host disease;diffuse scleroderma;graft versus host disease;immune system disorder;plasma cell myeloma;psoriasis vulgaris;psoriatic arthritis;rheumatoid arthritis;scleroderma;systemic lupus erythematosus;systemic sclerosis,Approved,BELUMOSUDIL;BELUMOSUDIL MESYLATE,graft versus host disease;immune system disorder
ROCK2,2,INHIBITOR,Inhibiting,BELUMOSUDIL;BELUMOSUDIL MESYLATE,autoimmune disease;chronic graft versus host disease;diffuse scleroderma;graft versus host disease;immune system disorder;plasma cell myeloma;psoriasis vulgaris;psoriatic arthritis;rheumatoid arthritis;scleroderma;systemic lupus erythematosus;systemic sclerosis,Approved,BELUMOSUDIL;BELUMOSUDIL MESYLATE,graft versus host disease;immune system disorder
IL1A,2,INHIBITOR,Inhibiting,BERMEKIMAB;LUTIKIZUMAB,Crohn disease;atopic eczema;psoriasis vulgaris;psoriatic arthritis;rheumatoid arthritis;systemic sclerosis;ulcerative colitis,Phase 2,BERMEKIMAB;LUTIKIZUMAB,Crohn disease;atopic eczema;psoriasis vulgaris;psoriatic arthritis;rheumatoid arthritis;systemic sclerosis;ulcerative colitis
DKK1,2,INHIBITOR,Inhibiting,BHQ-880;DKN-01,plasma cell myeloma,Phase 2,BHQ-880;DKN-01,plasma cell myeloma
PTGFR,2,AGONIST,Activating,BIMATOPROST;LATANOPROST,vitiligo,Phase 3,LATANOPROST,vitiligo
IL17F,2,INHIBITOR,Inhibiting,BIMEKIZUMAB;M-1095,ankylosing spondylitis;immune system disorder;palmoplantar pustulosis;psoriasis;psoriasis vulgaris;psoriasis-related juvenile idiopathic arthritis;psoriatic arthritis;rheumatoid arthritis,Approved,BIMEKIZUMAB,immune system disorder;psoriasis;psoriasis vulgaris
SELE,2,ANTAGONIST;INHIBITOR,Inhibiting,BIMOSIAMOSE;UPROLESELAN,acute myeloid leukemia;acute myeloid leukemia by FAB classification;atopic eczema;mixed phenotype acute leukemia;plasma cell myeloma;psoriasis,Phase 3,UPROLESELAN,acute myeloid leukemia;acute myeloid leukemia by FAB classification
SELP,2,BLOCKER;INHIBITOR,Inhibiting,BIMOSIAMOSE;CRIZANLIZUMAB,atopic eczema;myelofibrosis;psoriasis,Phase 2,BIMOSIAMOSE;CRIZANLIZUMAB,atopic eczema;myelofibrosis;psoriasis
CCR1,2,ANTAGONIST,Inhibiting,BMS-817399;CCX354,rheumatoid arthritis,Phase 2,BMS-817399;CCX354,rheumatoid arthritis
TNFRSF8,2,BINDING AGENT;INHIBITOR,Inhibiting,BRENTUXIMAB VEDOTIN;HEFI-1,acute myeloid leukemia;adult T-cell leukemia/lymphoma;diffuse large B-cell lymphoma;diffuse scleroderma;follicular lymphoma;graft versus host disease;mast cell leukemia;systemic lupus erythematosus;systemic mastocytosis;systemic sclerosis,Phase 3,BRENTUXIMAB VEDOTIN,diffuse large B-cell lymphoma
HTR1A,2,AGONIST;PARTIAL AGONIST,Activating,BUSPIRONE;XALIPRODEN,psoriasis vulgaris;systemic sclerosis,Phase 3,XALIPRODEN,psoriasis vulgaris
VWF,2,INHIBITOR,Inhibiting,CAPLACIZUMAB;EGAPTIVON PEGOL,acquired thrombotic thrombocytopenic purpura;thrombotic thrombocytopenic purpura,Approved,CAPLACIZUMAB,thrombotic thrombocytopenic purpura
MAPK10,2,INHIBITOR,Inhibiting,CC-401;TANZISERTIB,acute myeloid leukemia;discoid lupus erythematosus,Phase 2,TANZISERTIB,discoid lupus erythematosus
MAPK8,2,INHIBITOR,Inhibiting,CC-401;TANZISERTIB,acute myeloid leukemia;discoid lupus erythematosus,Phase 2,TANZISERTIB,discoid lupus erythematosus
MAPK9,2,INHIBITOR,Inhibiting,CC-401;TANZISERTIB,acute myeloid leukemia;discoid lupus erythematosus,Phase 2,TANZISERTIB,discoid lupus erythematosus
SLC12A3,2,INHIBITOR,Inhibiting,CHLORTHALIDONE;INDAPAMIDE,multiple sclerosis;type 1 diabetes mellitus,Phase 2,CHLORTHALIDONE;INDAPAMIDE,multiple sclerosis;type 1 diabetes mellitus
LHCGR,2,AGONIST,Activating,"CHORIOGONADOTROPIN ALFA;GONADOTROPIN, CHORIONIC",acute graft versus host disease;graft versus host disease,Phase 2,"CHORIOGONADOTROPIN ALFA;GONADOTROPIN, CHORIONIC",acute graft versus host disease;graft versus host disease
CYP3A4,2,INHIBITOR,Inhibiting,COBICISTAT;RITONAVIR,AIDS;B-cell chronic lymphocytic leukemia;acute myeloid leukemia;mixed phenotype acute leukemia;plasma cell myeloma,Phase 2,COBICISTAT;RITONAVIR,AIDS;acute myeloid leukemia;mixed phenotype acute leukemia
CYP3A43,2,INHIBITOR,Inhibiting,COBICISTAT;RITONAVIR,AIDS;B-cell chronic lymphocytic leukemia;acute myeloid leukemia;mixed phenotype acute leukemia;plasma cell myeloma,Phase 2,COBICISTAT;RITONAVIR,AIDS;acute myeloid leukemia;mixed phenotype acute leukemia
CYP3A5,2,INHIBITOR,Inhibiting,COBICISTAT;RITONAVIR,AIDS;B-cell chronic lymphocytic leukemia;acute myeloid leukemia;mixed phenotype acute leukemia;plasma cell myeloma,Phase 2,COBICISTAT;RITONAVIR,AIDS;acute myeloid leukemia;mixed phenotype acute leukemia
CYP3A7,2,INHIBITOR,Inhibiting,COBICISTAT;RITONAVIR,AIDS;B-cell chronic lymphocytic leukemia;acute myeloid leukemia;mixed phenotype acute leukemia;plasma cell myeloma,Phase 2,COBICISTAT;RITONAVIR,AIDS;acute myeloid leukemia;mixed phenotype acute leukemia
MC2R,2,AGONIST,Activating,CORTICOTROPIN;CORTICOTROPIN ZINC HYDROXIDE,multiple sclerosis;rheumatoid arthritis;ulcerative colitis,Approved,CORTICOTROPIN;CORTICOTROPIN ZINC HYDROXIDE,multiple sclerosis;ulcerative colitis
LTB4R2,2,ANTAGONIST;INHIBITOR,Inhibiting,CP-195543;NOMACOPAN,atopic conjunctivitis;bullous pemphigoid;rheumatoid arthritis,Phase 3,NOMACOPAN,bullous pemphigoid
ROS1,2,INHIBITOR,Inhibiting,CRIZOTINIB;ENTRECTINIB,acute myeloid leukemia;plasma cell myeloma,Phase 2,CRIZOTINIB;ENTRECTINIB,acute myeloid leukemia;plasma cell myeloma
CD70,2,CROSS-LINKING AGENT;INHIBITOR,Inhibiting,CUSATUZUMAB;MDX-1411,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia;mantle cell lymphoma,Phase 2,CUSATUZUMAB,acute myeloid leukemia;chronic myelomonocytic leukemia
RYR1,2,ANTAGONIST,Inhibiting,DANTROLENE;DANTROLENE SODIUM,multiple sclerosis,Approved,DANTROLENE SODIUM,multiple sclerosis
RYR3,2,ANTAGONIST,Inhibiting,DANTROLENE;DANTROLENE SODIUM,multiple sclerosis,Approved,DANTROLENE SODIUM,multiple sclerosis
NAMPT,2,INHIBITOR,Inhibiting,DAPORINAD;TEGLARINAD CHLORIDE,B-cell chronic lymphocytic leukemia;plasma cell myeloma,Phase 2,DAPORINAD,B-cell chronic lymphocytic leukemia
PTK2,2,INHIBITOR,Inhibiting,DEFACTINIB;VS-4718,acute myeloid leukemia;chronic myelomonocytic leukemia;plasma cell myeloma,Phase 2,DEFACTINIB,plasma cell myeloma
SIGMAR1,2,AGONIST;ANTAGONIST,Mixed/Undetermined,DEXTROMETHORPHAN;DEXTROMETHORPHAN HYDROBROMIDE,acute myeloid leukemia;allergic disease;multiple sclerosis;rheumatoid arthritis;seasonal allergic rhinitis,Approved,DEXTROMETHORPHAN HYDROBROMIDE,allergic disease;seasonal allergic rhinitis
OPRK1,2,AGONIST;ANTAGONIST,Mixed/Undetermined,DIFELIKEFALIN;NALTREXONE,Crohn disease;atopic eczema;inflammatory bowel disease;lupus erythematosus;multiple sclerosis;myalgic encephalomeyelitis/chronic fatigue syndrome;psoriasis;rheumatoid arthritis;systemic lupus erythematosus,Phase 3,DIFELIKEFALIN;NALTREXONE,atopic eczema;multiple sclerosis
PDE1A,2,ANTAGONIST;INHIBITOR,Inhibiting,DIPYRIDAMOLE;PENTOXIFYLLINE,AIDS;inflammatory bowel disease;lymphedema;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis,Phase 2,DIPYRIDAMOLE;PENTOXIFYLLINE,lymphedema;rheumatoid arthritis;ulcerative colitis
PDE1B,2,ANTAGONIST;INHIBITOR,Inhibiting,DIPYRIDAMOLE;PENTOXIFYLLINE,AIDS;inflammatory bowel disease;lymphedema;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis,Phase 2,DIPYRIDAMOLE;PENTOXIFYLLINE,lymphedema;rheumatoid arthritis;ulcerative colitis
PDE1C,2,ANTAGONIST;INHIBITOR,Inhibiting,DIPYRIDAMOLE;PENTOXIFYLLINE,AIDS;inflammatory bowel disease;lymphedema;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis,Phase 2,DIPYRIDAMOLE;PENTOXIFYLLINE,lymphedema;rheumatoid arthritis;ulcerative colitis
PDE2A,2,ANTAGONIST;INHIBITOR,Inhibiting,DIPYRIDAMOLE;PENTOXIFYLLINE,AIDS;inflammatory bowel disease;lymphedema;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis,Phase 2,DIPYRIDAMOLE;PENTOXIFYLLINE,lymphedema;rheumatoid arthritis;ulcerative colitis
PDE6A,2,ANTAGONIST;INHIBITOR,Inhibiting,DIPYRIDAMOLE;PENTOXIFYLLINE,AIDS;inflammatory bowel disease;lymphedema;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis,Phase 2,DIPYRIDAMOLE;PENTOXIFYLLINE,lymphedema;rheumatoid arthritis;ulcerative colitis
PDE6B,2,ANTAGONIST;INHIBITOR,Inhibiting,DIPYRIDAMOLE;PENTOXIFYLLINE,AIDS;inflammatory bowel disease;lymphedema;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis,Phase 2,DIPYRIDAMOLE;PENTOXIFYLLINE,lymphedema;rheumatoid arthritis;ulcerative colitis
PDE6C,2,ANTAGONIST;INHIBITOR,Inhibiting,DIPYRIDAMOLE;PENTOXIFYLLINE,AIDS;inflammatory bowel disease;lymphedema;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis,Phase 2,DIPYRIDAMOLE;PENTOXIFYLLINE,lymphedema;rheumatoid arthritis;ulcerative colitis
