drug,chembl_id,drug_type,gene_target,action_type,moa,immune_indication,disease_id,drug_stage_for_immune_indication,ot_approved_immune
MOCETINOSTAT,CHEMBL272980,Small molecule,HDAC1;HDAC11;HDAC2;HDAC3;HDAC8,INHIBITOR,Histone deacetylase 1 inhibitor;Histone deacetylase 11 inhibitor;Histone deacetylase 2 inhibitor;Histone deacetylase 3 inhibitor;Histone deacetylase 8 inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
MOCETINOSTAT,CHEMBL272980,Small molecule,HDAC1;HDAC11;HDAC2;HDAC3;HDAC8,INHIBITOR,Histone deacetylase 1 inhibitor;Histone deacetylase 11 inhibitor;Histone deacetylase 2 inhibitor;Histone deacetylase 3 inhibitor;Histone deacetylase 8 inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
MOCETINOSTAT,CHEMBL272980,Small molecule,HDAC1;HDAC11;HDAC2;HDAC3;HDAC8,INHIBITOR,Histone deacetylase 1 inhibitor;Histone deacetylase 11 inhibitor;Histone deacetylase 2 inhibitor;Histone deacetylase 3 inhibitor;Histone deacetylase 8 inhibitor,follicular lymphoma,MONDO_0018906,Phase 2,0
MOCRAVIMOD,CHEMBL2137148,Small molecule,S1PR1,AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist,acute myeloid leukemia,MONDO_0018874,Phase 3,0
MOCRAVIMOD,CHEMBL2137148,Small molecule,S1PR1,AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist,cutaneous lupus erythematosus,MONDO_0005282,Phase 2,0
MOCRAVIMOD,CHEMBL2137148,Small molecule,S1PR1,AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist,ulcerative colitis,MONDO_0005101,Phase 2,0
MODAFINIL,CHEMBL1373,Small molecule,SLC6A3,INHIBITOR,Dopamine transporter inhibitor,inflammatory bowel disease,MONDO_0005265,Phase 3,0
MODAFINIL,CHEMBL1373,Small molecule,SLC6A3,INHIBITOR,Dopamine transporter inhibitor,multiple sclerosis,MONDO_0005301,Phase 3,0
MODAFINIL,CHEMBL1373,Small molecule,SLC6A3,INHIBITOR,Dopamine transporter inhibitor,relapsing-remitting multiple sclerosis,MONDO_0005314,Unknown,0
MODAFINIL,CHEMBL1373,Small molecule,SLC6A3,INHIBITOR,Dopamine transporter inhibitor,systemic lupus erythematosus,MONDO_0007915,Unknown,0
MOGAMULIZUMAB,CHEMBL1743041,Antibody,CCR4,CROSS-LINKING AGENT,C-C chemokine receptor type 4 cross-linking agent,adult T-cell leukemia/lymphoma,MONDO_0019471,Approved,1
MOGAMULIZUMAB,CHEMBL1743041,Antibody,CCR4,CROSS-LINKING AGENT,C-C chemokine receptor type 4 cross-linking agent,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
MOLIBRESIB,CHEMBL1232461,Small molecule,BRD2;BRD3;BRD4;BRDT,INHIBITOR,Bromodomain and extra-terminal motif (BET) inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
MOLIBRESIB,CHEMBL1232461,Small molecule,BRD2;BRD3;BRD4;BRDT,INHIBITOR,Bromodomain and extra-terminal motif (BET) inhibitor,plasma cell myeloma,MONDO_0009693,Phase 2,0
MOMELOTINIB,CHEMBL1078178,Small molecule,ACVR1;JAK1;JAK2,INHIBITOR,Activin receptor type-1 inhibitor;Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor,acquired polycythemia vera,MONDO_0009891,Phase 2,0
MOMELOTINIB,CHEMBL1078178,Small molecule,ACVR1;JAK1;JAK2,INHIBITOR,Activin receptor type-1 inhibitor;Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
MOMELOTINIB,CHEMBL1078178,Small molecule,ACVR1;JAK1;JAK2,INHIBITOR,Activin receptor type-1 inhibitor;Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor,chronic myelomonocytic leukemia,MONDO_0020311,Phase 1,0
MOMELOTINIB,CHEMBL1078178,Small molecule,ACVR1;JAK1;JAK2,INHIBITOR,Activin receptor type-1 inhibitor;Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor,chronic neutrophilic leukemia,MONDO_0019451,Phase 1,0
MOMELOTINIB,CHEMBL1078178,Small molecule,ACVR1;JAK1;JAK2,INHIBITOR,Activin receptor type-1 inhibitor;Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor,essential thrombocythemia,MONDO_0005029,Phase 2,0
MOMELOTINIB,CHEMBL1078178,Small molecule,ACVR1;JAK1;JAK2,INHIBITOR,Activin receptor type-1 inhibitor;Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor,myelodysplastic/myeloproliferative neoplasm,MONDO_0006311,Phase 1,0
MOMELOTINIB,CHEMBL1078178,Small molecule,ACVR1;JAK1;JAK2,INHIBITOR,Activin receptor type-1 inhibitor;Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor,myelofibrosis,MONDO_0044903,Approved,1
MOMELOTINIB,CHEMBL1078178,Small molecule,ACVR1;JAK1;JAK2,INHIBITOR,Activin receptor type-1 inhibitor;Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor,primary myelofibrosis,MONDO_0009692,Phase 3,0
MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,CHEMBL6068336,Small molecule,ACVR1;JAK1;JAK2,INHIBITOR,Activin receptor type-1 inhibitor;Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor,myelofibrosis,MONDO_0044903,Approved,1
MOMETASONE FUROATE,CHEMBL1161,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,allergic rhinitis,MONDO_0011786,Approved,1
MOMETASONE FUROATE,CHEMBL1161,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,atopic eczema,MONDO_0004980,Phase 2,0
MOMETASONE FUROATE,CHEMBL1161,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,bullous pemphigoid,MONDO_0019082,Phase 2,0
MOMETASONE FUROATE,CHEMBL1161,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,perennial allergic rhinitis,MONDO_0024332,Phase 3,0
MOMETASONE FUROATE,CHEMBL1161,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,psoriasis,MONDO_0005083,Phase 3,0
MOMETASONE FUROATE,CHEMBL1161,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,psoriasis vulgaris,EFO_1001494,Phase 2,0
MOMETASONE FUROATE,CHEMBL1161,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,seasonal allergic rhinitis,MONDO_0005324,Approved,1
MOMETASONE FUROATE,CHEMBL1161,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,vitiligo,MONDO_0008661,Phase 2,0
MONALIZUMAB,CHEMBL4297787,Antibody,KLRC1,INHIBITOR,NKG2-A/NKG2-B type II integral membrane protein inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
MONALIZUMAB,CHEMBL4297787,Antibody,KLRC1,INHIBITOR,NKG2-A/NKG2-B type II integral membrane protein inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
MONALIZUMAB,CHEMBL4297787,Antibody,KLRC1,INHIBITOR,NKG2-A/NKG2-B type II integral membrane protein inhibitor,rheumatoid arthritis,MONDO_0008383,Phase 2,0
MONGERSEN SODIUM,CHEMBL3707383,Oligonucleotide,SMAD7,ANTISENSE INHIBITOR,SMAD-7 mRNA antisense inhibitor,Crohn disease,MONDO_0005011,Phase 3,0
MONGERSEN SODIUM,CHEMBL3707383,Oligonucleotide,SMAD7,ANTISENSE INHIBITOR,SMAD-7 mRNA antisense inhibitor,ulcerative colitis,MONDO_0005101,Phase 2,0
MONO-DGA-RFB4,CHEMBL2109354,Unknown,CD22,BINDING AGENT,CD22 binding agent,B-cell non-Hodgkin lymphoma,MONDO_0015759,Phase 1,0
MONOBENZONE,CHEMBL1388,Small molecule,TYR,INHIBITOR,Tyrosinase inhibitor,vitiligo,MONDO_0008661,Approved,1
MONOMETHYL FUMARATE,CHEMBL589586,Small molecule,KEAP1,INHIBITOR,Kelch-like ECH-associated protein 1 inhibitor,B-cell non-Hodgkin lymphoma,MONDO_0015759,Phase 1,0
MONOMETHYL FUMARATE,CHEMBL589586,Small molecule,KEAP1,INHIBITOR,Kelch-like ECH-associated protein 1 inhibitor,multiple sclerosis,MONDO_0005301,Approved,1
MONOMETHYL FUMARATE,CHEMBL589586,Small molecule,KEAP1,INHIBITOR,Kelch-like ECH-associated protein 1 inhibitor,relapsing-remitting multiple sclerosis,MONDO_0005314,Unknown,0
MONTELUKAST,CHEMBL787,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,allergic asthma,MONDO_0004784,Phase 2,0
MONTELUKAST,CHEMBL787,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,allergic rhinitis,MONDO_0011786,Approved,1
MONTELUKAST,CHEMBL787,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,atopic IgE-mediated allergic disorder,MONDO_0005202,Unknown,0
MONTELUKAST,CHEMBL787,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,atopic eczema,MONDO_0004980,Unknown,0
MONTELUKAST,CHEMBL787,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,chronic graft versus host disease,MONDO_0020547,Phase 2,0
MONTELUKAST,CHEMBL787,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,perennial allergic rhinitis,MONDO_0024332,Phase 3,0
MONTELUKAST,CHEMBL787,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,rheumatoid arthritis,MONDO_0008383,Phase 3,0
MONTELUKAST,CHEMBL787,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,seasonal allergic rhinitis,MONDO_0005324,Approved,1
MONTELUKAST SODIUM,CHEMBL1200681,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,allergic rhinitis,MONDO_0011786,Approved,1
MONTELUKAST SODIUM,CHEMBL1200681,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,perennial allergic rhinitis,MONDO_0024332,Approved,1
MONTELUKAST SODIUM,CHEMBL1200681,Small molecule,CYSLTR1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,seasonal allergic rhinitis,MONDO_0005324,Approved,1
MORPHINE,CHEMBL70,Small molecule,OPRM1,AGONIST,Mu opioid receptor agonist,rheumatoid arthritis,MONDO_0008383,Phase 2,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,B-cell non-Hodgkin lymphoma,MONDO_0015759,Phase 2,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,Burkitt lymphoma,MONDO_0007243,Phase 1,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,Waldenstrom macroglobulinemia,MONDO_0100280,Phase 2,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,diffuse large B-cell lymphoma,MONDO_0018905,Phase 3,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,follicular lymphoma,MONDO_0018906,Approved,1
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,high grade B-cell lymphoma,MONDO_0044889,Phase 3,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,mantle cell lymphoma,MONDO_0018876,Phase 2,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,marginal zone lymphoma,MONDO_0017604,Phase 3,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,nodal marginal zone B-cell lymphoma,MONDO_0019465,Phase 3,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,splenic marginal zone lymphoma,MONDO_0019462,Phase 3,0
MOSUNETUZUMAB,CHEMBL4297788,Antibody,CD3D;CD3E;CD3G;MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent;T cell surface glycoprotein CD3 binding agent,systemic lupus erythematosus,MONDO_0007915,Phase 2,0
MOTEXAFIN GADOLINIUM,CHEMBL3544910,Small molecule,RRM1;RRM2;RRM2B;TXNRD1,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor;Thioredoxin reductase 1 inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
MOTEXAFIN GADOLINIUM,CHEMBL3544910,Small molecule,RRM1;RRM2;RRM2B;TXNRD1,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor;Thioredoxin reductase 1 inhibitor,plasma cell myeloma,MONDO_0009693,Phase 2,0
MOTEXAFIN GADOLINIUM,CHEMBL3544910,Small molecule,RRM1;RRM2;RRM2B;TXNRD1,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor;Thioredoxin reductase 1 inhibitor,primary central nervous system lymphoma,MONDO_0002571,Phase 1,0
MOTIXAFORTIDE,CHEMBL5095030,Protein,CXCR4,ANTAGONIST,C-X-C chemokine receptor type 4 antagonist,acute myeloid leukemia,MONDO_0018874,Phase 2,0
MOTIXAFORTIDE,CHEMBL5095030,Protein,CXCR4,ANTAGONIST,C-X-C chemokine receptor type 4 antagonist,acute myeloid leukemia by FAB classification,MONDO_0015667,Phase 2,0
MOTIXAFORTIDE,CHEMBL5095030,Protein,CXCR4,ANTAGONIST,C-X-C chemokine receptor type 4 antagonist,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 2,0
MOTIXAFORTIDE,CHEMBL5095030,Protein,CXCR4,ANTAGONIST,C-X-C chemokine receptor type 4 antagonist,plasma cell myeloma,MONDO_0009693,Approved,1
MOXETUMOMAB PASUDOTOX,CHEMBL1743043,Antibody drug conjugate,CD22;EEF2,BINDING AGENT;INHIBITOR,CD22 binding agent;Elongation factor 2 inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
MOXETUMOMAB PASUDOTOX,CHEMBL1743043,Antibody drug conjugate,CD22;EEF2,BINDING AGENT;INHIBITOR,CD22 binding agent;Elongation factor 2 inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
MOXETUMOMAB PASUDOTOX,CHEMBL1743043,Antibody drug conjugate,CD22;EEF2,BINDING AGENT;INHIBITOR,CD22 binding agent;Elongation factor 2 inhibitor,follicular lymphoma,MONDO_0018906,Phase 2,0
MOXETUMOMAB PASUDOTOX,CHEMBL1743043,Antibody drug conjugate,CD22;EEF2,BINDING AGENT;INHIBITOR,CD22 binding agent;Elongation factor 2 inhibitor,hairy cell leukemia,MONDO_0018935,Approved,1
MOXETUMOMAB PASUDOTOX,CHEMBL1743043,Antibody drug conjugate,CD22;EEF2,BINDING AGENT;INHIBITOR,CD22 binding agent;Elongation factor 2 inhibitor,mantle cell lymphoma,MONDO_0018876,Phase 2,0
MSC-2364447,CHEMBL3545193,Unknown,BTK,INHIBITOR,Tyrosine-protein kinase BTK inhibitor,systemic lupus erythematosus,MONDO_0007915,Phase 1,0
MT-3724,CHEMBL4297789,Unknown,FAU;MS4A1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS4Y1;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA,BINDING AGENT;INHIBITOR,80S Ribosome inhibitor;B-lymphocyte antigen CD20 binding agent,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
MT-3724,CHEMBL4297789,Unknown,FAU;MS4A1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS4Y1;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA,BINDING AGENT;INHIBITOR,80S Ribosome inhibitor;B-lymphocyte antigen CD20 binding agent,B-cell non-Hodgkin lymphoma,MONDO_0015759,Phase 2,0
MT-3724,CHEMBL4297789,Unknown,FAU;MS4A1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS4Y1;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA,BINDING AGENT;INHIBITOR,80S Ribosome inhibitor;B-lymphocyte antigen CD20 binding agent,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
MUROMONAB-CD3,CHEMBL1201608,Unknown,CD3D;CD3E;CD3G,INHIBITOR,T cell surface glycoprotein CD3 inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
MUROMONAB-CD3,CHEMBL1201608,Unknown,CD3D;CD3E;CD3G,INHIBITOR,T cell surface glycoprotein CD3 inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
MUROMONAB-CD3,CHEMBL1201608,Unknown,CD3D;CD3E;CD3G,INHIBITOR,T cell surface glycoprotein CD3 inhibitor,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 2,0
MUROMONAB-CD3,CHEMBL1201608,Unknown,CD3D;CD3E;CD3G,INHIBITOR,T cell surface glycoprotein CD3 inhibitor,graft versus host disease,MONDO_0013730,Approved,1
MUROMONAB-CD3,CHEMBL1201608,Unknown,CD3D;CD3E;CD3G,INHIBITOR,T cell surface glycoprotein CD3 inhibitor,plasma cell myeloma,MONDO_0009693,Phase 2,0
MUROMONAB-CD3,CHEMBL1201608,Unknown,CD3D;CD3E;CD3G,INHIBITOR,T cell surface glycoprotein CD3 inhibitor,ulcerative colitis,MONDO_0005101,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,B-cell acute lymphoblastic leukemia,MONDO_0004947,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,B-cell non-Hodgkin lymphoma,MONDO_0015759,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,Burkitt lymphoma,MONDO_0007243,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,Crohn disease,MONDO_0005011,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,Fanconi anemia,MONDO_0019391,Phase 3,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,GATA2 deficiency with susceptibility to MDS/AML,MONDO_0042982,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,Graves disease,MONDO_0005364,Phase 3,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,Henoch-Schoenlein purpura,EFO_1000965,Unknown,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,Sjogren syndrome,MONDO_0010030,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,T-cell acute lymphoblastic leukemia,MONDO_0004963,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,acute graft versus host disease,MONDO_0020546,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,acute graft vs. host disease,EFO_0004599,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 3,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,adult T-cell leukemia/lymphoma,MONDO_0019471,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,autoimmune disease,MONDO_0007179,Phase 3,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,autoimmune hemolytic anemia,MONDO_0020108,Phase 3,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,autoimmune hepatitis,MONDO_0016264,Phase 3,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,autoimmune thrombocytopenic purpura,MONDO_0008558,Phase 3,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,bullous pemphigoid,MONDO_0019082,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,chronic graft versus host disease,MONDO_0020547,Phase 3,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 3,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,chronic myelomonocytic leukemia,MONDO_0020311,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,familial hemophagocytic lymphohistiocytosis type 1,MONDO_0009974,Unknown,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,follicular lymphoma,MONDO_0018906,Phase 2,0
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,IMPDH1;IMPDH2,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,graft versus host disease,MONDO_0013730,Phase 3,0
